guten_bid,good_bid,title,author
1062,10870555,First Project Gutenberg Collection of Edgar Allan Poe,Edgar Allan Poe
1063,7788784,The Cask of Amontillado,Edgar Allan Poe
1064,21269086,The Masque of the Red Death,Edgar Allan Poe
1065,844423,The Raven,Edgar Allan Poe
1066,20507773,William the Conqueror,Edward Augustus Freeman
1067,18669115,Personal Memoirs of U. S. Grant - Volume 1,Ulysses S. Grant
1068,6219401,"Personal Memoirs of U. S. Grant, Volume 2",Ulysses S. Grant
1069,18962572,Four Short Stories By Emile Zola,Emile Zola
1074,2466212,The Sea Wolf,Jack London
1079,352547,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne
1080,36451880,"Modest Proposal: For Preventing the Children of Poor People in Ireland, from Being a Burden on Their Parents or Country, and for Making Them Beneficial to the Publick",Jonathan Swift
1083,11110724,The Arrow of Gold: A Story Between Two Notes,Joseph Conrad
1086,2971181,A Horse's Tale,Mark Twain
1089,8968664,Moon-Face and Other Stories,Jack London
1091,705331,"On Heroes, Hero Worship and the Heroic in History",Thomas Carlyle
1092,8348065,The Description of Wales,Geraldus Cambrensis
1093,10400601,The Beast in the Jungle,Henry James
1094,2035850,"Tamburlaine the Great, Part 1",Christopher Marlowe
1095,121264,The Light of Western Stars,Zane Grey
1097,2685745,Mrs. Warren's Profession,George Bernard Shaw
1098,19481953,"The Turmoil, a novel",Booth Tarkington
1099,12856510,The Riverman,Stewart Edward White
1101,22909106,The second part of King Henry the VI,William Shakespeare
1102,22909113,The third part of King Henry the VI,William Shakespeare
1103,124506,King Richard III,William Shakespeare
1104,82356,The Comedy of Errors,William Shakespeare
1105,606148,The Sonnets,William Shakespeare
1106,10882212,The Tragedy of Titus Andronicus,William Shakespeare
1107,752728,The Taming of the Shrew,William Shakespeare
1108,3431571,The Two Gentlemen of Verona,William Shakespeare
1109,1593295,Love's Labour's Lost,William Shakespeare
1110,652285,King John,William Shakespeare
1112,13597028,The Tragedy of Romeo and Juliet,William Shakespeare
1113,515503,A Midsummers Night's Dream,William Shakespeare
1114,2348618,The Merchant of Venice,William Shakespeare
1116,912628,The Merry Wives of Windsor,William Shakespeare
1117,4614788,The Second Part Of King Henry IV,William Shakespeare
1118,13586849,Much Ado About Nothing,William Shakespeare
1120,19751330,The Tragedy of Julius Caesar,William Shakespeare
1121,752934,As You Like It,William Shakespeare
1122,18868738,The Tragedy Of Hamlet Prince Of Denmark,William Shakespeare
1123,7020,Twelth Night or What You Will,William Shakespeare
1125,934588,All's Well That Ends Well,William Shakespeare
1126,8516481,Measure for Measure,William Shakespeare
1127,331320,The Tragedy of Othello: The Moor of Venice,William Shakespeare
1128,267511,The Tragedy of King Lear,William Shakespeare
1129,9974919,The Tragedy of MacBeth,William Shakespeare
1130,14327854,The Tragedy of Antony and Cleopatra,William Shakespeare
1131,27577542,The Tragedy of Coriolanus,William Shakespeare
1132,21799400,The Life of Timon of Athens,William Shakespeare
1133,12135329,Cymbeline,William Shakespeare
1134,11501058,The Winters Tale,William Shakespeare
1135,505613,The Tempest,William Shakespeare
1137,6540340,A Lover's Complaint,William Shakespeare
1140,2349646,Latter-Day Pamphlets,Thomas Carlyle
1142,10673099,Typhoon,Joseph Conrad
1144,400592,In the Cage,Henry James
1145,8303666,"Rupert of Hentzau: From the Memoirs of Fritz Von Tarlenheim, Sequel to the ""Prisoner of Zenda.""",Anthony Hope
1147,8436551,A Journey from This World to the Next,Henry Fielding
1153,11235206,The Chessmen of Mars,Edgar Rice Burroughs
1154,7210332,The Voyages of Doctor Doolittle,Hugh Lofting
1155,28014814,The Secret Adversary,Agatha Christie
1156,8300693,Babbit,Sinclair Lewis
1158,7141285,Penrod and Sam,Booth Tarkington
1159,1877493,Fire-Tongue,Sax Rohmer
1160,1201811,The Game,Jack London
1161,30975755,Jerry of the Islands,Jack London
1163,6431225,Adventure,Jack London
1164,13615999,The Iron Heel,Jack London
1167,10587351,A Strange Disappearance,Anna Katharine Green
1168,11638634,The Pool in the Desert,Sara Jeannette Duncan
1169,1385020,Agesilaus,Xenophon
1170,20657855,Anabasis,Xenophon
1171,20416766,The Apology,Xenophon
1172,2232071,The Cavalry General,Xenophon
1175,7946890,Hiero,Xenophon
1176,718946,On Horsemanship,Xenophon
1178,7371225,The Polity of the Athenians and the Lacedaemonians,Xenophon
1182,18080837,Dope,Sax Rohmer
1183,10797936,The Return of Dr. Fu-Manchu,Sax Rohmer
1185,494670,History of the Conflict Between Religion and Science,John William Draper
1187,11458027,War of the Classes,Jack London
1188,2418193,The Lair of the White Worm,Bram Stoker
1189,16678397,The Message,Honore de Balzac
1190,665270,The Jolly Corner,Henry James
1193,22297659,The Coxon Fund,Henry James
1194,11090631,The Adventures of Louis de Rougemont,Louis de Rougemont
1195,6418496,Glasses,Henry James
1196,2311449,The Purse,Honore de Balzac
1198,1759893,Robbery Under Arms; A Story Of Life And Adventure In The Bush And In The Australian Goldfields,Rolf Boldrewood
1200,18265,Gargantua and Pantagruel,Francois Rabelais
1201,10291289,An Essay on the Trial By Jury,Lysander Spooner
1202,438209,Tales of Unrest,Joseph Conrad
1203,1481267,Dolly Dialogues,Anthony Hope
1204,24970858,Cabin Fever,B.M. Bower
1207,257055,Nada the Lily,H. Rider Haggard
1208,9485716,South Sea Tales,Jack London
1209,941252,History of the Conquest of Peru,William H. Prescott
1210,9650005,Kwaidan: Stories and Studies of Strange Things,Lafcadio Hearn
1213,2072189,The Man That Corrupted Hadleyburg,Mark Twain
1214,2644931,The Street of Seven Stars,Mary Roberts Rinehart
1215,3784205,The Elixir of Life,Honore de Balzac
1220,25140319,The Atheist's Mass,Honore de Balzac
1223,99753,Ursula,Honore de Balzac
1225,6129779,Faraday as a Discoverer,John Tyndall
1227,24515,The Expression of the Emotions in Man and Animals,Charles Darwin
1228,25001397,On the origin of species by means of natural selection or the preservation of the favoured races in the struggle for life,Charles Darwin
1230,6597519,Pierre Grassou,Honore de Balzac
1232,99319,The Prince,Niccolo Machiavelli
1235,8183818,Captain Fracasse,Theophile Gautier
1236,11918018,First Across the Continent: The Story of the Exploring Expedition of Lewis and Clark in 1804-5-6,Noah Brooks
1237,35417297,Father Goriot,Honore de Balzac
1238,1697813,The City of Dreadful Night,James  Thomson
1242,2366659,Unconscious Comedians,Honore de Balzac
1244,1853179,Love for Love: A Comedy,William Congreve
1245,8139473,Night and Day,Virginia Woolf
1246,11023780,The House of Dust: A Symphony,Conrad Potter Aiken
1247,19295213,Second April,Edna St. Vincent Millay
1249,34107663,Anthem,Ayn Rand
1251,22612582,"Le Morte d'Arthur, Volume 1",Thomas Malory
1252,5948252,Le Morte Darthur Volume 2,Thomas Malory
1253,218094,A Simple Soul,Gustave Flaubert
1254,1853208,Cyrano de Bergerac,Edmond Rostand
1257,9512348,The Three Musketeers,Alexandre Dumas
1258,5995997,Ten Years Later,Alexandre Dumas
1259,4953893,Twenty Years After,Alexandre Dumas
1260,30190414,Jane Eyre: An Autobiography,Charlotte Bronte
1261,17365480,Betty Zane,Zane Grey
1263,344230,The Glimpses of the Moon,Edith Wharton
1265,437518,Queen Victoria,Lytton Strachey
1266,1742436,Lavender and Old Lace,Myrtle Reed
1268,24792076,The Mysterious Island,Jules Verne
1270,30305439,In Defense of Women,H.L. Mencken
1277,22882139,Melmoth Reconciled,Honore de Balzac
1279,661088,Poems and Songs of Robert Burns,Robert Burns
1280,6283858,Spoon River Anthology,Edgar Lee Masters
1289,11317230,Three Ghost Stories,Charles Dickens
1290,28765327,Salambo,Gustave Flaubert
1291,1237603,Herodias,Gustave Flaubert
1292,752888,The Way of the World,William Congreve
1293,1251081,Sesame and Lilies,John Ruskin
1294,704021,The Firm Of Nucingen,Honore de Balzac
1298,7959568,The Virginian: A Horseman of the Plains,Owen Wister
1300,7464550,Riders of the Purple Sage,Zane Grey
1301,3728021,The French Revolution: A History,Thomas Carlyle
1302,5198290,The Enemies of Books,William Blades
1305,1248728,The Ball At Sceaux,Honore de Balzac
1307,19272167,The Magic Skin,Honore de Balzac
1310,6054362,Annals of the Parish: or The Chronicle of Dalmailing During the Ministry of the Rev. Micah Balwhidder,John Galt
1311,9426978,"If, a Play in Four Acts",Lord Dunsany
1312,18908151,Selected Stories of Bret Harte,Bret Harte
1314,959501,The Malefactor,E. Phillips Oppenheim
1317,12255399,"Saltbush Bill, J. P",A.B. Paterson
1322,12930091,Leave of Grass,Walt Whitman
1323,1813399,History of the Conquest of Peru: With a Preliminary View of the Civilization of the Incas,William H. Prescott
1325,8300724,Twenty Years at Hull House: With Autobiographical Notes,Jane Addams
1327,8706696,Elizabeth and Her German Garden,Elizabeth von Arnim
1329,18622627,A Voyage to Arcturus,David Lindsay
1330,18880118,The Story of Little Black Sambo and The Story of Little Black Mingo,Helen Bannerman
1332,1432728,Peter Pan In Kensington Gardens,J.M. Barrie
1342,6497728,Priide and Prejudice,Jane Austen
1343,25943,Bureaucrats,Honore de Balzac
1344,7840422,The Secrets of the Princesse de Cadignan,Honore de Balzac
1345,2154956,The Vicar of Tours,Honore de Balzac
1346,18877953,Eighteenth Brumaire of Louis Bonaparte,Karl Marx
1350,2366229,The Country Doctor,Honore de Balzac
1351,21307615,The Chignecto Isthmus and its first settlers,Howard Trueman
1354,2805247,Chronicles of Avonlea,L.M. Montgomery
1356,19215193,The Cruise of the Cachalot Round the World After Sperm Whales,Frank T. Bullen
1357,8568120,Madame Firmiani,Honore de Balzac
1366,13060785,The Cloister and the Hearth,Charles Reade
1368,19328636,"When the World Shook; being an account of the great adventure of Bastin, Bickley and Arbuthnot",H. Rider Haggard
1372,1258830,"The Adventures of Captain Bonneville, U.S.A, in the Rocky Mountains and the Far West",Washington Irving
1373,12624696,Study of a Woman,Honore de Balzac
1374,533470,Vendetta,Honore de Balzac
1375,884055,New Chronicles of Rebecca,Kate Douglas Wiggin
1376,6924139,The Little White Bird or Adventures in Kensington Gardens,J.M. Barrie
1377,10788772,The Talisman,Walter Scott
1385,3082251,Lin McLean,Owen Wister
1386,23471747,Lady Baltimore,Owen Wister
1389,896480,Gobseck,Honore de Balzac
1391,3677602,Penelope's Irish Experiences,Kate Douglas Wiggin
1392,10297461,The Seven Poor Travellers,Charles Dickens
1393,6944899,Amours de Voyage,Arthur Hugh Clough
1394,18715654,The Holly-Tree,Charles Dickens
1396,10179402,"Rienzi, the Last of the Roman Tribunes",Edward Bulwer-Lytton
1400,9867049,Great Expectations,Charles Dickens
1401,12936619,Tarzan the Untamed,Edgar Rice Burroughs
1402,412004,Where the Blue Begins,Christopher Morley
1403,2209665,A Start in Life,Honore de Balzac
1405,6282585,The Collection Of Antiquities,Honore de Balzac
1406,16056758,The Perils of Certain English Prisoners,Charles Dickens
1408,1704242,The Natural History of Selborne,Gilbert White
1410,16678410,The Commission In Lunacy,Honore de Balzac
1411,6350649,Domestic Peace,Honore de Balzac
1414,575841,Somebody's Luggage,Charles Dickens
1415,1651250,Doctor Marigold,Charles Dickens
1416,18918771,Mrs. Lirriper's Lodgings,Charles Dickens
1417,9491986,Sons of the Soil,Honore de Balzac
1419,13634435,Mugby Junction,Charles Dickens
1421,6473261,Mrs. Lirriper's Legacy,Charles Dickens
1422,4906078,Going Into Society,Charles Dickens
1423,8591391,No Thoroughfare,Charles Dickens
1424,19192608,Castle Rackrent,Maria Edgeworth
1425,16678412,El Verdugo,Honore de Balzac
1427,11481212,A Drama on the Seashore,Honore de Balzac
1428,2686788,La Grenadière,Honore de Balzac
1429,7084612,The Garden Party and Other Stories,Katherine Mansfield
1432,19123006,Seraphita,Honore de Balzac
1433,2366498,The Red Inn,Honore de Balzac
1438,18719487,No Name,Wilkie Collins
1440,1265718,Woman and Labour,Olive Schreiner
1441,3219887,The Story of an African Farm,Olive Schreiner
1447,948849,The Illustrious Prince,E. Phillips Oppenheim
1448,852724,Heidi,Johanna Spyri
1449,31084532,The Valley of the Moon,Jack London
1450,126910,Pollyanna,Eleanor H. Porter
1451,4461831,The Art of Lawn Tennis,William T. Tilden
1453,16678394,The Alkahest,Honore de Balzac
1454,9506370,Maitre Cornelius,Honore de Balzac
1455,2366363,The Hated Son,Honore de Balzac
1456,8438716,An Episode Under The Terror,Honore de Balzac
1457,2081798,Mistress Wilding,Rafael Sabatini
1460,514667,The Black Dwarf,Walter Scott
1461,19269879,A Legend of Montrose,Walter Scott
1463,1790589,The Private Papers of Henry Ryecroft,George Gissing
1465,10938404,The Wreck of the Golden Mary,Charles Dickens
1467,2342453,The Christmas stories,Charles Dickens
1468,7075154,The History of England From the Accession of James II - Volume One,Thomas Babington Macaulay
1472,2189954,In a German Pension,Katherine Mansfield
1473,6335228,The Absentee,Maria Edgeworth
1474,2686833,Illustrious Gaudissart,Honore de Balzac
1475,16434981,Gaudissart II,Honore de Balzac
1476,1178686,Chance: A Tale in Two Parts,Joseph Conrad
1477,11074280,The Toys of Peace and Other Papers,Saki
1479,4068925,"A Vanished Arcadia: Being Some Account of the Jesuits in Paraguay, 1607 to 1767",R.B. Cunninghame Graham
1480,10700376,Tom Brown's School Days,Thomas Hughes
1481,2366491,A Daughter Of Eve,Honore de Balzac
1482,3137202,Modeste Mignon,Honore de Balzac
1484,7675037,The Four Horsemen of the Apocalypse,Vicente Blasco Ibanez
1487,830410,The Perfect Wagnerite: A Commentary on The Niblung's Ring,George Bernard Shaw
1491,8757338,Letters to Dead Authors,Andrew Lang
1493,1571052,The Legends of the Jews Volume 1,Louis Ginzberg
1496,29955543,Massacre at Paris,Christopher Marlowe
1503,3486404,The Tragedy of King Richard III,William Shakespeare
1505,1657392,The Rape of Lucrece,William Shakespeare
1513,8514833,Romeo and Juliet,William Shakespeare
1522,10170478,Julius Caeser,William Shakespeare
1524,5195604,"Hamlet, Prince of Denmark",William Shakespeare
1525,8356236,The Phoenix and the Turtle,William Shakespeare
1531,797876,Othello: The Moor of Venice,William Shakespeare
1533,15802925,Macbeth,William Shakespeare
1534,2632728,Anthony and Cleopatra,William Shakespeare
1537,4111593,"Pericles, Prince of Tyre",William Shakespeare
1551,2578535,A Cathedral Courtship,Kate Douglas Wiggin
1553,6350680,The Hidden Masterpiece,Honore de Balzac
1554,1248713,Adieu,Honore de Balzac
1556,2967055,A Marriage Contract,Honore de Balzac
1557,843426,Men of Iron,Howard Pyle
1558,30052531,The Profits of Religion: An Essay in Economic Interpretation,Upton Sinclair
1560,12596099,The San Francisco Calamity by Earthquake and Fire,Charles Smith Morris
1561,1237582,Pagan and Christian Creeds: Their Origin and Meaning,Edward Carpenter
1565,12061122,The Last Days of Pompeii,Edward Bulwer-Lytton
1569,10144868,The Lily Of The Valley,Honore de Balzac
1570,27714268,The Power of Concentration,Theron Q. Dumont
1571,159790,Critias,Plato
1572,27824819,Timaeus,Plato
1574,2849747,Historic Girls: Stories of Girls Who Have Influenced the History of Their Times,Elbridge S. Brooks
1575,11696751,The Foundations Of Personality,Abraham Myerson
1579,18922593,Lysis,Plato
1580,14451214,Charmides,Plato
1584,11300801,Laches,Plato
1585,10132949,The Wrong Box,Robert Louis Stevenson
1586,1000856,Man And Wife,Wilkie Collins
1587,795526,The Black Robe,Wilkie Collins
1588,3409732,A Rogue's Life,Wilkie Collins
1590,318875,The Amazing Interlude,Mary Roberts Rinehart
1591,9719609,Protagora,Plato
1595,5494385,Whirligigs,O. Henry
1596,2769141,Smoke Bellew,Jack London
1597,4253047,Andersen's Fairy Tales,Hans Christian Andersen
1598,18998864,Euthydemus,Plato
1600,18858442,Symposium,Plato
1601,600278,The Breaking Point,Mary Roberts Rinehart
1602,17933495,"Dawn O'Hara, the Girl Who Laughed",Edna Ferber
1603,1606230,The Blue Flower,Henry Van Dyke
1604,1645670,The Ebb-Tide: A Trio and Quartette,Robert Louis Stevenson
1605,8013727,The Crock Of Gold,James Stephens
1606,8539498,Kenilworth,Walter Scott
1607,1132373,A Journey in Other Worlds: A Romance of the Future,John Jacob Astor
1616,19071483,Cratylus,Plato
1617,11066662,The Wind in the Rose-Bush and Other Stories of the Supernatural,Mary E. Wilkins Freeman
1620,19148981,Lion and the Unicorn,Richard Harding Davis
1621,8430845,Miss or Mrs.?,Wilkie Collins
1622,26215761,The Law and the Lady,Wilkie Collins
1623,1610015,The New Magdalen,Wilkie Collins
1624,1057796,The Two Destinies,Wilkie Collins
1625,8702351,The Frozen Deep,Wilkie Collins
1626,6338078,After Dark,Wilkie Collins
1628,1000857,My Lady's Money,Wilkie Collins
